   10	26.533536	 7.855317	33.051139	 6.214183	23.341952	61.871567	Net_000
   20	77.254410	 0.919070	 6.041888	 7.378223	21.674382	57.979533	Net_000
   30	89.227187	 0.405682	 2.616983	 7.646848	21.605142	57.803443	Net_000
   40	91.098773	 0.290812	 1.969007	 7.987106	21.052542	56.570725	Net_000
   50	94.725531	 0.174629	 1.301538	 8.757163	20.431458	54.972674	Net_000
   60	92.047999	 0.269683	 1.936786	 8.506447	20.746525	56.241419	Net_000
   70	94.000179	 0.193073	 1.458430	 9.186963	20.194134	54.753263	Net_000
   80	95.146414	 0.140818	 1.110404	 9.760029	20.147442	54.418265	Net_000
   90	95.952360	 0.127086	 1.082809	10.082378	20.029351	54.186057	Net_000
  100	94.841945	 0.184491	 1.375756	 9.598854	20.195279	54.354907	Net_000
  110	96.829945	 0.105378	 0.893772	 9.849570	19.809686	53.412220	Net_000
  120	93.937494	 0.191273	 1.411363	 9.419771	20.094255	54.332353	Net_000
  130	97.385153	 0.079161	 0.737401	10.565903	19.260862	52.347471	Net_000
  140	96.561297	 0.098870	 0.858731	10.655444	19.567444	52.700716	Net_000
  150	88.206322	 0.425572	 2.851200	 9.348138	20.379360	54.499915	Net_000
   10	18.303931	11.040576	42.444970	 5.014327	19.170463	58.887320	Net_001
   20	70.636697	 1.390322	 8.145945	 8.058739	15.657017	52.489706	Net_001
   30	92.495746	 0.273569	 2.136381	 8.739255	15.261168	50.934205	Net_001
   40	87.776484	 0.425534	 3.025684	 8.488539	15.345676	51.249461	Net_001
   50	78.543924	 0.866421	 5.474391	 7.664756	15.992571	52.813474	Net_001
   60	88.098863	 0.417662	 3.209729	 9.204871	15.109472	50.536140	Net_001
   70	93.301692	 0.203969	 1.872960	 9.169054	14.530467	49.950002	Net_001
   80	93.319602	 0.217886	 2.049391	 9.545129	14.500192	49.277196	Net_001
   90	95.092684	 0.167670	 1.468156	 9.706304	14.434361	48.579326	Net_001
  100	94.698666	 0.168231	 1.521785	10.315186	14.399816	48.803180	Net_001
  110	96.409062	 0.113721	 1.263743	10.351003	14.135603	48.433770	Net_001
  120	96.113549	 0.150545	 1.332795	10.709169	14.110950	47.616959	Net_001
  130	97.295603	 0.102830	 1.029781	11.085244	13.814592	46.996866	Net_001
  140	97.967225	 0.062339	 0.782355	11.049427	13.731455	46.957438	Net_001
  150	97.492612	 0.072715	 0.857092	11.658309	13.729698	46.756822	Net_001
   10	16.502507	10.554412	42.280510	 6.197385	19.549193	61.774326	Net_002
   20	68.830587	 1.363344	 8.220494	 8.597528	17.206713	56.541748	Net_002
   30	90.051934	 0.320920	 2.416519	 9.457281	16.600721	55.722719	Net_002
   40	90.696633	 0.292941	 2.392419	 9.708042	16.358570	55.387659	Net_002
   50	93.132163	 0.226737	 1.742388	10.299122	15.853857	53.344207	Net_002
   60	94.287249	 0.171453	 1.503105	10.460326	15.697384	52.787011	Net_002
   70	95.782593	 0.142486	 1.258217	10.872291	15.605410	52.749641	Net_002
   80	94.296203	 0.181082	 1.583481	10.334945	15.695797	52.432125	Net_002
   90	96.221347	 0.109086	 1.050409	11.642486	14.998114	51.406409	Net_002
  100	97.716691	 0.081739	 0.927456	11.929070	14.983427	50.598990	Net_002
  110	98.540473	 0.051579	 0.704214	11.517105	14.926901	50.675616	Net_002
  120	97.188395	 0.084486	 0.938240	11.105141	15.198437	51.184537	Net_002
  130	96.794413	 0.104494	 1.042892	11.696221	14.841827	50.422288	Net_002
  140	97.662966	 0.070899	 0.855826	12.215655	14.628513	50.002284	Net_002
  150	97.824140	 0.222115	 0.795848	12.126097	14.823060	50.128305	Net_002
